,Unnamed: 0,date,rawContent,cleaned_content,english_relative_frequency
3103,3,2022-02-02 23:57:55+00:00,Acaba de publicar una foto en The Metaverse Vietnam https://t.co/PR4RvU9sbp,acaba de publicar una foto en the metaverse vietnam,0.5555555555555556
3130,30,2022-02-02 23:27:56+00:00,"Bukas, 8/8 na.",bukas 88 na,0.5
3153,53,2022-02-02 22:58:25+00:00,"Nice!

Katla 14 3/6

⬛🟩⬛⬛⬛
🟨⬛⬛⬛⬛
🟩🟩🟩🟩🟩

https://t.co/WGoVG5YIEb",nice katla 14 36,0.5
3160,60,2022-02-02 22:52:46+00:00,Wala gali ko data sa gawas bah..hayssst,wala gali ko data sa gawas bahhayssst,0.5714285714285714
3205,5,2022-02-03 23:56:27+00:00,"Apa khabar? (@ Medan Selera Kebayan in Johor Bahru, Johor) https://t.co/GTy022xny0",apa khabar medan selera kebayan in johor bahru johor,0.5555555555555556
3212,12,2022-02-03 23:55:22+00:00,"Anong ingay yun?
@imszmc
  San galing yon? #LaLuna",anong ingay yun san galing yon,0.5
3267,67,2022-02-03 23:18:05+00:00,"@MaliFlor21 @MSuppasit Good MEWning 🥰 🌞

#Before430
#มิวศุภศิษฏ์ 
@MSuppasit 
#MewSuppasit",good mewning,0.5
3303,3,2022-02-04 23:55:31+00:00,@mr_aantiss @Deruma_ masuk angin yang ada 🤣,masuk angin yang ada,0.5
3312,12,2022-02-04 23:42:50+00:00,@dhu_dhuan @LovelyStr4nger gak juga sih hahaha,gak juga sih hahaha,0.5
3342,42,2022-02-04 23:18:20+00:00,Makapuli ko kag maka time..I'll do a masterpiece https://t.co/b2FfnG7Vo9,makapuli ko kag maka timeill do a masterpiece,0.5
3383,83,2022-02-04 22:43:42+00:00,Stupid TIKTOK,stupid tiktok,0.5
3386,86,2022-02-04 22:39:01+00:00,"Ulama Salaf Teroossss 

Tapi ya rujukannya 
Syekh Al Bani terosssss 

Cape deh 😂😂🤣",ulama salaf teroossss tapi ya rujukannya syekh al bani terosssss cape deh,0.5
3422,22,2022-02-05 23:33:53+00:00,"Dear STELLBERRIES, 
Let's Double Our love and efforts Nalang sa AMO natin. Wla tayong makukuhang supporta sa iba dyan. NEXT WELL MAKE SURE MAKUKUHA NIYA LAHAT NG MGA BAGAY NA DESERVE NIYA! 

@stellajero_ #SB19_STELL 
@SB19Official #SB19",dear stellberries lets double our love and efforts nalang sa amo natin wla tayong makukuhang supporta sa iba dyan next well make sure makukuha niya lahat ng mga bagay na deserve niya,0.5625
3459,59,2022-02-05 22:47:04+00:00,"@CikguTakaful637 Tak jgak cikgu. Singapore ni kanak² pun dh amik vaksin, booster pun dh amik. Dah 13k lebih kes. https://t.co/XWXGosKnBP",tak jgak cikgu singapore ni kanak pun dh amik vaksin booster pun dh amik dah 13k lebih kes,0.5294117647058824
3460,60,2022-02-05 22:42:06+00:00,I waaaaant https://t.co/eodO4PtDSW,i waaaaant,0.5
3462,62,2022-02-05 22:39:24+00:00,Gadamo na pimples ko sige ka puyat bah..hahhaa wala man kachat sige lang man https://t.co/JMDoFNesEi videos hayssss,gadamo na pimples ko sige ka puyat bahhahhaa wala man kachat sige lang man videos hayssss,0.5625
3468,68,2022-02-05 22:32:05+00:00,@pu3roszal hahahahahaha kelakor,hahahahahaha kelakor,0.5
3477,77,2022-02-05 22:19:05+00:00,3) Al-Aqsa Mosque.,3 alaqsa mosque,0.5
3536,36,2022-02-06 23:31:07+00:00,@bipancho Es cierto 😂😂,es cierto,0.5
3549,49,2022-02-06 23:18:27+00:00,"nanti², kita nak ajak borak ni. ❤️😋 https://t.co/IAXNQ3qTtq",nanti kita nak ajak borak ni,0.5
3582,82,2022-02-06 21:57:07+00:00,Jun’s mouth. https://t.co/n3JvKKzOAy,juns mouth,0.5
3598,98,2022-02-06 20:42:09+00:00,@starfess Ten juga kiciwwww loh min wkwkwkwk https://t.co/pQoYNjHBK3,ten juga kiciwwww loh min wkwkwkwk,0.5
3632,32,2022-02-07 23:30:33+00:00,River Hongbao 2022 https://t.co/CI7X51TQPa,river hongbao 2022,0.5
3640,40,2022-02-07 23:26:33+00:00,River Hongbao 2022 https://t.co/Ou7WeTHwKG,river hongbao 2022,0.5
3675,75,2022-02-07 22:39:19+00:00,"@mika2199 4 pun dah berair, jnikan 5.",4 pun dah berair jnikan 5,0.5
3678,78,2022-02-07 22:35:59+00:00,@speakcryptic ⚡️The Thunderdome⚡️,the thunderdome,0.5
3777,77,2022-02-08 22:22:40+00:00,@LQTDradio @juanmacastano @partidazocope @MasterChef_es @elchiringuitotv @El_Hormiguero @PodimoSpain Cómo podemos acceder a esta conversación los que residimos en el extranjero?,cómo podemos acceder a esta conversación los que residimos en el extranjero,0.5833333333333334
3779,79,2022-02-08 22:20:41+00:00,Burnley also draw buto,burnley also draw buto,0.5
3800,0,2022-02-09 23:58:36+00:00,"Yoooo?

Wordle 236 2/6

⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩",yoooo wordle 236 26,0.5
3828,28,2022-02-09 23:37:12+00:00,@fattahsam_ 😅😅 mane tau ade lebih leh bg 1.. bibik rindu nak fly drone 🤣.,mane tau ade lebih leh bg 1 bibik rindu nak fly drone,0.5454545454545454
3837,37,2022-02-09 23:29:41+00:00,@_C_H Valeu CH obrigado cara !!!,valeu ch obrigado cara,0.5
3863,63,2022-02-09 22:48:06+00:00,"@divine_divia Life na sila adikal vilatha seiyum
. Just keep moving",life na sila adikal vilatha seiyum just keep moving,0.5555555555555556
3873,73,2022-02-09 22:29:28+00:00,欢迎欢迎过来喝啤酒吧 #Kallang @ SG Umami https://t.co/CN92fcuVFS,sg umami,0.5
3878,78,2022-02-09 22:25:53+00:00,Mood hahha 👁👄👁 https://t.co/1foTQJ9kp6,mood hahha,0.5
3883,83,2022-02-09 22:08:40+00:00,Apa yg aku tido bawah block rumah eh?,apa yg aku tido bawah block rumah eh,0.5
3903,3,2022-02-10 23:57:27+00:00,Dah lama tak rasa long weekend. Kita break kejap minggu ni. Jalan jauh sikit https://t.co/FAHADHrabx,dah lama tak rasa long weekend kita break kejap minggu ni jalan jauh sikit,0.5714285714285714
3912,12,2022-02-10 23:46:08+00:00,Need ko paayos liwat ning braces ko pinas..d Makaya ang 10k a month..mamulubi ta lalo.pisteee,need ko paayos liwat ning braces ko pinasd makaya ang 10k a monthmamulubi ta lalopisteee,0.5714285714285714
3951,51,2022-02-10 23:06:50+00:00,Lembik lah badan kena cerita berit ni,lembik lah badan kena cerita berit ni,0.5714285714285714
3963,63,2022-02-10 22:59:23+00:00,Diogo Jota &gt; Cristiano,diogo jota gt cristiano,0.5
3972,72,2022-02-10 22:52:48+00:00,"@Paijo63108446 Biadap si tua krepok bule nih, sering video Ama mbah2  ubtuk situs porno dijual",biadap si tua krepok bule nih sering video ama mbah2 ubtuk situs porno dijual,0.5384615384615384
3985,85,2022-02-10 22:23:53+00:00,"@Dewi_unik01 @WirawanAbdul @citogog @BonekGL @KaumBumiLucu @santri_keliling @reza_irf @KentArockerss ☔️😂
Mau otw KUA tapi hujan 

Yowes 
Turu ae lah 😂🤣",mau otw kua tapi hujan yowes turu ae lah,0.5555555555555556
3998,98,2022-02-10 21:47:11+00:00,Darah tinggi ah sial tngk arsenal,darah tinggi ah sial tngk arsenal,0.5
4014,14,2022-02-11 23:52:56+00:00,@BrooklynNets @AndreDrummond Welcome Drummond!💪💪💪,welcome drummond,0.5
4017,17,2022-02-11 23:50:01+00:00,Daw sa natamad nga daw sa nakapoy nako..ayyy linttti aga pa..damo pata maayu nga handom para sa kaugalingon ta,daw sa natamad nga daw sa nakapoy nakoayyy linttti aga padamo pata maayu nga handom para sa kaugalingon ta,0.5789473684210527
4033,33,2022-02-11 23:35:43+00:00,Potars miglamig gid yah..,potars miglamig gid yah,0.5
4038,38,2022-02-11 23:31:42+00:00,fuck pedo. ni mesti dak dak rempit,fuck pedo ni mesti dak dak rempit,0.5714285714285714
4072,72,2022-02-11 22:17:31+00:00,Hala. Ikaw ang 🚩🚩🚩u rly sure abt that? Hahahahahahaha,hala ikaw ang u rly sure abt that hahahahahahaha,0.5555555555555556
4077,77,2022-02-11 22:04:35+00:00,Inside #dbs 😂 @ Bishan https://t.co/Y4YfUcqm9L,inside bishan,0.5
4079,79,2022-02-11 22:00:53+00:00,@jp_manatiga Happy bday,happy bday,0.5
4102,2,2022-02-12 23:53:59+00:00,"@NachoOliveras No me’n vaig adonar llavors ni ahir. De totes maneres, al cap de deu anys va filmar “Vicky Christina Barcelona”, que no deixa de ser un aplec de tòpics articulats amb certa gràcia.",no men vaig adonar llavors ni ahir de totes maneres al cap de deu anys va filmar vicky christina barcelona que no deixa de ser un aplec de tòpics articulats amb certa gràcia,0.5757575757575758
4117,17,2022-02-12 23:17:40+00:00,Benda ni mmg betul. Lelaki melayu pun kalau ada chance nk pilih Chinese women 🤣,benda ni mmg betul lelaki melayu pun kalau ada chance nk pilih chinese women,0.5714285714285714
4122,22,2022-02-12 23:12:25+00:00,@Nely80921759 Ang fans ni bbm🤣😂😂 ako ng ang poc na yan..pero diko alam bat tag niya ang ofc ng kychie parang abnormal😂namersonal kasi sinabihan ko na wag kang magkalat nag pagkatanga mo😂🤣,ang fans ni bbm ako ng ang poc na yanpero diko alam bat tag niya ang ofc ng kychie parang abnormalnamersonal kasi sinabihan ko na wag kang magkalat nag pagkatanga mo,0.5806451612903226
4135,35,2022-02-12 22:55:04+00:00,Ma cebu-bohol guro magpuli..daw nice gid bah.😊,ma cebubohol guro magpulidaw nice gid bah,0.5714285714285714
4151,51,2022-02-12 21:44:56+00:00,@Sadia100k Nice laga,nice laga,0.5
4164,64,2022-02-12 20:18:08+00:00,@__jaeminaj @yung_lil_qid @kasihirisleona @yung_lil_qid bang thank you sebab masa tu tolong belikan rumah baru untuk saya. Saya tak boleh balas balik jasa budi abang terima kasih,bang thank you sebab masa tu tolong belikan rumah baru untuk saya saya tak boleh balas balik jasa budi abang terima kasih,0.5
4221,21,2022-02-13 23:46:55+00:00,holy crappp,holy crappp,0.5
4272,72,2022-02-13 23:15:01+00:00,nie trailer baru nie 🤭,nie trailer baru nie,0.5
4306,6,2022-02-14 23:57:57+00:00,Hatagan mko mix signals..ahay,hatagan mko mix signalsahay,0.5
4311,11,2022-02-14 23:54:26+00:00,Gwapa ka?,gwapa ka,0.5
4345,45,2022-02-14 23:34:06+00:00,Pengen diving,pengen diving,0.5
4375,75,2022-02-14 23:14:21+00:00,Bookmarking this!,bookmarking this,0.5
4415,15,2022-02-15 23:39:06+00:00,it’s rainingggg,its rainingggg,0.5
4430,30,2022-02-15 23:24:41+00:00,"chicken chop, roti jalan &amp; nasi paru sambal jimat duit takyah beli bekpes 😂",chicken chop roti jalan and nasi paru sambal jimat duit takyah beli bekpes,0.5384615384615384
4435,35,2022-02-15 23:20:10+00:00,Frens get the sniffens https://t.co/JNtMbcnz2g,frens get the sniffens,0.5
4440,40,2022-02-15 23:05:18+00:00,Ni nama nya menjilat,ni nama nya menjilat,0.5
4457,57,2022-02-15 22:42:11+00:00,Acaba de publicar una foto en The Metaverse Vietnam https://t.co/pGKqJzivJh,acaba de publicar una foto en the metaverse vietnam,0.5555555555555556
4475,75,2022-02-15 22:05:55+00:00,"5:57 am é a hora em que eu finalmente consigo mandar uma ordem de compra de ativo na bolsa americana...

Esse fuso é brabo",557 am é a hora em que eu finalmente consigo mandar uma ordem de compra de ativo na bolsa americana esse fuso é brabo,0.5217391304347826
4485,85,2022-02-15 21:44:13+00:00,@MrAncelotti  lo telatttttt,lo telatttttt,0.5
